Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
3/5/2011,Albany,20,24.5,0,8.4,0,NA,NA,NA,SW,4,17,87,85,1007.5,1007.5,7,7,22.1,21.3,No,0.4,No
9/28/2011,Moree,14.2,17.9,0,5.6,0,NE,44,NE,NE,30,11,73,91,1016.9,1014.6,8,8,15.8,15.7,No,37.2,Yes
1/26/2009,NorfolkIsland,19.6,24.7,0,6.8,12.1,E,41,ESE,E,20,26,73,67,1018.4,1016.9,4,7,22.6,23,No,0,No
2/7/2010,Hobart,10.9,21.2,0,5.4,11.8,ESE,31,N,ESE,11,19,59,52,1030,1026.4,6,1,16.7,21,No,0,No
8/12/2009,Sydney,8.9,19.8,4.2,1.6,9.7,NA,NA,W,WNW,19,11,77,32,1012.6,1009.4,4,4,11.9,19.6,Yes,0,No
9/7/2009,Albury,8.3,17.6,0,NA,NA,W,41,ENE,W,9,30,73,53,1005,1002.7,NA,NA,13.9,16.5,No,0,No
5/31/2010,Walpole,13.2,16.4,13,NA,NA,NNW,31,NA,SSE,0,7,98,91,1019.1,1018.3,NA,NA,14.4,14.1,Yes,8.8,Yes
8/2/2010,CoffsHarbour,7.7,17.2,0,3,10.3,NA,NA,NNW,NE,7,13,34,38,1018.1,1014,1,1,14.3,16.5,No,0,No
3/10/2011,BadgerysCreek,17.1,29.6,0,NA,NA,WSW,35,NA,SW,0,19,67,61,1013.7,1012.6,NA,NA,23.1,24.7,No,0,No
7/14/2008,Perth,7.9,19.7,0,0.2,6.5,NE,31,NE,N,11,15,86,41,1026,1021.9,6,5,11.7,18.7,No,0,No
7/17/2010,AliceSprings,2.2,18.6,0.2,3,10,ENE,22,E,SSW,6,7,90,40,1024.5,1020.5,1,0,8.9,18.1,No,0,No
7/4/2010,Walpole,9.1,15,7.6,NA,NA,SSW,20,WSW,SSW,6,6,80,56,1028.2,1026.7,NA,NA,11,14.9,Yes,0,No
1/6/2010,SalmonGums,15.3,45.7,0,NA,NA,NNE,72,N,N,31,35,13,5,NA,NA,NA,NA,35.7,43.8,No,0,No
7/23/2009,Moree,10.3,18.4,2.2,1.4,9.1,W,39,SW,WSW,13,28,72,33,1018,1017.2,0,1,12.5,17.4,Yes,0,No
11/12/2008,Adelaide,24.1,36.6,0,11.4,9.9,E,44,NNE,N,15,17,12,7,1011.2,1006.5,NA,NA,31.3,36.2,No,0,No
8/16/2011,Dartmoor,9.3,16.1,9.2,1,NA,NNE,54,NE,N,11,28,100,94,1013.7,1008.2,NA,NA,11.8,13.7,Yes,9.6,Yes
3/31/2010,BadgerysCreek,16.6,22.6,21,NA,NA,S,39,SW,SSW,15,22,89,66,1020.8,1018.5,NA,NA,18.2,21,Yes,0,No
6/5/2009,Cobar,6.9,17.6,0,2.2,9.3,SW,15,SSW,SW,7,11,86,40,1018.4,1015.5,3,3,10.9,16.6,No,0,No
10/8/2011,Portland,8.8,16.1,0,2.4,10.9,WSW,41,SW,W,9,22,93,71,1014.2,1012.8,6,8,12.8,15.2,No,4.8,Yes
3/21/2011,Canberra,14.5,19.7,0.8,3.6,0,ESE,26,SE,ESE,7,15,91,83,1008.1,1004.9,8,8,17.5,19.3,No,10.6,Yes
6/18/2010,Bendigo,-0.4,12.5,5.2,2,NA,NNW,33,W,NNW,15,13,100,74,1017.8,1015.9,4,7,6,12,Yes,2.6,Yes
2/8/2009,Bendigo,20.5,28.3,0,15.4,NA,SSE,44,SSW,WSW,13,22,51,44,1009,1010.7,1,6,22.9,24,No,0,No
8/5/2010,Newcastle,5.7,17.5,0.1,NA,NA,NA,NA,NA,NW,0,7,79,42,NA,NA,1,1,9,17.2,No,0.1,No
5/17/2011,Brisbane,11.2,24.9,0.4,3.2,8.1,ESE,19,SW,ESE,4,9,75,53,1027.7,1024.2,1,2,16.6,22.2,No,0.2,No
2/27/2010,AliceSprings,20.2,23.8,27.6,6,0,SSE,46,SE,SSE,15,20,98,96,1008.8,1005.1,8,8,20.4,23.3,Yes,62,Yes
6/24/2009,Launceston,4.6,10.8,0,NA,NA,SE,19,SE,E,11,9,91,81,1015.8,1012.6,NA,NA,6.5,10.2,No,0,No
5/22/2011,Melbourne,13.8,19,0,4.4,2.8,N,67,N,N,30,28,60,67,1010.6,1006.1,NA,NA,16.9,18,No,3.4,Yes
5/29/2008,Canberra,2.2,17.5,0.2,1.2,8.5,NW,20,SSE,WNW,7,7,92,45,1032.1,1029.6,2,1,5.5,17.3,No,0,No
5/16/2010,BadgerysCreek,4.2,22.4,NA,NA,NA,NNW,20,NA,NNW,NA,13,NA,39,NA,1018.8,NA,NA,NA,21.4,NA,0,No
2/21/2009,Albany,16.6,27.5,0,8.2,11.1,NA,NA,E,ESE,9,26,71,70,1015.4,1009.7,1,4,19.7,24.2,No,0,No
11/3/2009,WaggaWagga,19.9,30.6,0,11.2,5.4,W,50,W,SW,20,20,30,41,1010.8,1012.6,3,7,28.4,20.3,No,0,No
4/9/2010,Albany,14.8,19.3,1.6,3.6,5.3,NA,NA,W,SW,6,19,84,77,1019.4,1018.5,3,6,17.1,17.8,Yes,1.8,Yes
3/12/2009,Williamtown,14.7,26.8,3.2,4.4,6.2,E,35,ENE,ENE,15,24,70,56,1021.7,1019.3,3,6,22.4,26.1,Yes,0,No
8/7/2011,Portland,4,13.8,12,2,6.8,WSW,24,NNW,WSW,4,15,97,78,1014.6,1012.5,2,8,8.4,11.1,Yes,9.4,Yes
6/18/2010,AliceSprings,6.4,23.2,0,4.6,8,SSE,37,NNE,SSE,6,26,45,35,1022.3,1020.5,3,5,15.3,21.7,No,0,No
7/1/2011,Moree,4.9,20.1,0,4.4,10,ESE,31,SE,S,15,13,61,35,1029.3,1024.9,3,4,12.6,19.3,No,0,No
8/25/2011,NorahHead,10.1,18.5,0,NA,NA,NE,37,N,NNE,13,30,77,77,1026,1021.1,NA,NA,15.1,17.7,No,0,No
10/19/2011,SydneyAirport,12.4,23.2,0,4,12,ENE,41,NW,NE,13,28,57,43,1031.7,1027.7,1,1,18.1,22,No,0,No
5/8/2011,Adelaide,10.5,20.7,0,NA,8.3,SE,31,NNW,WSW,4,15,71,54,1017.9,1016.9,NA,NA,14.4,19,No,0,No
11/20/2010,Cobar,14.7,29.6,0,7.8,NA,E,31,ENE,ENE,19,20,56,22,1022.8,1019.2,0,1,20.5,29,No,0,No
11/11/2009,SydneyAirport,15.9,25.6,0,10.2,12.4,ESE,35,S,E,11,22,84,60,1022.6,1021.2,1,1,20.2,23.8,No,0,No
9/8/2008,Canberra,0.2,15.5,1,2.4,9.4,SE,31,NA,WNW,0,11,79,37,1020.6,1018.2,1,1,7.2,15.3,No,0,No
1/2/2012,AliceSprings,25.2,40.9,0,15.6,10.9,NNE,65,WSW,S,24,20,36,15,1008,1004.3,2,3,30.8,39,No,0.2,No
9/7/2009,Ballarat,2.4,11.8,0.8,NA,NA,WSW,39,NNE,W,22,17,88,93,1004.1,1004,6,8,8.1,10.1,No,6.2,Yes
10/14/2011,Townsville,23.7,31.8,0,5.6,9.8,N,37,NE,NNE,20,28,67,67,1016.1,1012.2,2,2,28,30.2,No,3.4,Yes
1/2/2011,SydneyAirport,20.5,25.4,0,10.6,8.6,S,61,S,S,13,39,77,83,1012.3,1011.3,1,5,23.4,22.9,No,2.4,Yes
7/15/2009,Albury,2.9,12.6,1.8,NA,NA,WSW,22,ENE,NA,4,0,99,57,1010.5,1009.9,8,NA,5.9,12.5,Yes,0,No
9/18/2011,CoffsHarbour,10.2,32.2,0,5,9.8,NNW,33,NW,WNW,19,20,27,18,1017.8,1014.7,5,7,26.7,31.5,No,0,No
3/7/2010,Richmond,21,28,0,NA,NA,ENE,35,ESE,ENE,13,22,82,67,1013.9,1011,NA,NA,23.4,26.4,No,0,No
11/17/2010,Walpole,9.8,21.2,0,NA,NA,SSE,31,SSW,SSE,11,15,72,72,1021.7,1020.1,NA,NA,18.3,19.6,No,0,No
9/19/2009,Brisbane,16.4,27.3,0,5.2,9.5,E,26,SSE,ENE,7,15,62,57,1019.7,1014,4,6,24.3,25.8,No,0,No
11/10/2011,Adelaide,13.2,21.4,3.4,6.8,11.9,WSW,41,WNW,WSW,19,15,60,46,1019.1,1020.3,NA,NA,17,20.3,Yes,0,No
9/5/2009,MelbourneAirport,4.6,16.4,2,3.6,9.1,WNW,46,N,NW,28,22,72,36,1016.6,1015.1,1,5,10.2,15,Yes,0,No
6/2/2011,Bendigo,2.6,18.2,0,0.8,NA,NE,26,SSE,NNE,7,15,86,54,1027,1022.4,1,6,8.6,17.2,No,0,No
10/16/2010,GoldCoast,14.9,22.1,18.8,NA,NA,WNW,67,W,WNW,13,35,46,29,1007.3,1005.9,NA,NA,18.2,21.6,Yes,0,No
7/7/2010,Watsonia,1.6,13,0,1.4,0.7,NE,13,NA,E,0,4,99,84,1027.1,1026.2,7,7,5.1,11.9,No,0.2,No
8/6/2008,Hobart,3.7,14.3,0,1.6,8.5,NNW,28,NNW,ESE,17,9,72,50,1018.9,1017.6,5,5,7.6,12.9,No,0,No
8/11/2011,SydneyAirport,5.6,16.2,0,NA,6.7,SSW,33,WNW,SE,19,11,58,55,1008.7,1008.4,6,6,11.7,15.7,No,9,Yes
10/4/2011,Albury,4.1,19.3,0,NA,NA,SSW,24,ESE,S,6,4,74,47,1024.9,1021.9,NA,1,10.5,19.1,No,0,No
8/5/2008,Brisbane,8.5,22.4,0,3.2,8,E,22,WSW,ENE,7,11,62,33,1019.2,1016,1,2,15.4,20.8,No,0.2,No
8/31/2011,PerthAirport,10.8,21.7,2,1.2,9.6,W,31,N,WSW,11,17,86,52,1017.5,1014.9,1,2,16.4,21.4,Yes,0,No
8/18/2011,Newcastle,9.8,17.8,5.4,NA,NA,NA,NA,NW,SW,46,4,76,42,NA,NA,6,6,12.6,17.2,Yes,0,No
5/6/2009,Richmond,9.3,22.3,0,1.6,NA,ENE,24,NA,NE,0,13,99,53,1028.6,1023.1,NA,NA,12,22,No,0,No
5/24/2011,Hobart,7,10.4,6.8,2,3.1,SSW,52,SSW,S,20,17,78,73,1011.8,1014.5,NA,NA,7.5,8.6,Yes,1.2,Yes
2/10/2010,CoffsHarbour,18.7,27.4,2.8,4.4,11.5,S,26,SW,SE,11,15,71,59,1020.2,1018.5,2,1,24.4,26.6,Yes,0,No
11/6/2009,Darwin,24.5,34.1,0,7,11,WNW,37,N,NW,7,26,63,53,1010.8,1006.8,2,1,29.8,32.5,No,0,No
3/5/2010,Cobar,18,27.9,12.8,0.6,3.7,N,33,NE,N,19,17,86,66,1005.6,1004.4,7,7,22,26.3,Yes,2.4,Yes
8/18/2011,Watsonia,7,13.4,5.6,1.6,0.2,NNW,24,N,N,11,11,81,76,1008.1,1007.7,7,7,9.9,13,Yes,0.8,No
7/12/2008,Darwin,14.7,30.9,0,7,11,NE,35,E,WSW,13,15,43,40,1014.5,1010.6,0,1,22.2,29,No,0,No
2/19/2010,Moree,17.1,33.1,0,9.6,11.4,ENE,41,ENE,SE,17,13,48,22,1019.9,1016.5,2,3,22.6,32.7,No,0,No
12/28/2008,Launceston,15.3,21.8,0,NA,NA,NNW,52,NNW,NNW,28,30,74,81,998.1,996,NA,NA,17.3,17.8,No,0.2,No
11/2/2009,Darwin,25.7,34.9,0,9.4,11.2,NNW,37,SE,NNW,7,24,56,50,1014.1,1010.1,2,5,30.3,33.1,No,14.8,Yes
4/2/2009,Wollongong,19.4,22.3,15.2,NA,NA,ENE,41,NNE,NA,26,0,95,92,1024.1,1022.5,8,8,19.7,20.1,Yes,10.4,Yes
11/21/2011,Launceston,7.6,17.4,3.4,NA,NA,NNW,48,NW,NNW,22,24,62,65,1011.6,1009.6,NA,NA,13.6,16.7,Yes,0.4,No
8/26/2009,CoffsHarbour,6.9,22.4,0,4.4,10.6,N,28,N,N,9,19,30,35,1014.2,1013.8,3,1,19.4,22.1,No,0,No
6/8/2009,Williamtown,10.2,19.7,0,3,9.1,WNW,63,NW,WNW,31,33,58,44,1010.9,1008.5,3,3,15.8,18,No,0,No
6/9/2009,SydneyAirport,9.2,17,0,2.6,6,WNW,59,W,NW,26,35,52,34,1011.2,1007.9,3,6,12.3,15.6,No,0,No
6/21/2010,Nuriootpa,2.6,15.7,1,1,5.3,ENE,15,NNE,NA,7,0,100,56,1035.2,1033.5,6,6,6.5,14.9,No,0,No
9/11/2010,Watsonia,6,16.6,2.2,2.6,6,N,30,NNW,N,15,15,65,52,1018.1,1017.3,6,7,11.9,15.5,Yes,0,No
9/4/2010,Mildura,10,18.7,17.8,5.4,2.5,NW,80,N,NW,35,39,83,61,997.2,995.1,7,7,16.1,15.4,Yes,1.6,Yes
6/6/2011,CoffsHarbour,9.7,20.1,0,1.2,9.9,SSW,35,SW,S,9,19,68,34,1016.7,1015.8,1,1,16.7,18.9,No,0,No
8/11/2009,Albury,5.9,17.7,0.4,NA,NA,NNE,43,E,NNW,19,22,62,59,1009,1008.6,1,1,14.8,15.6,No,4.8,Yes
7/18/2009,WaggaWagga,-1.7,13.1,0,1.6,7.6,WNW,24,E,NNW,2,13,86,58,1023.4,1019.7,1,7,4.5,12,No,0,No
7/18/2009,Woomera,5.4,20.2,0,3.8,9.5,W,37,N,WNW,9,17,61,29,1018.9,1015.7,1,1,8.7,19.9,No,0,No
1/12/2010,Brisbane,21.3,31,0,8,12.2,ESE,31,NE,ENE,6,15,58,61,1015,1012.6,3,2,27.9,29,No,0,No
8/18/2009,Bendigo,0.5,15.4,0.2,2.6,NA,NW,24,W,N,7,13,88,59,1028.3,1026,1,7,9,14.4,No,0,No
12/19/2009,Penrith,16.6,32.8,5.8,NA,NA,SE,43,NNW,ESE,6,13,74,21,NA,NA,NA,NA,21,32,Yes,0,No
9/15/2011,BadgerysCreek,10,22.4,0,NA,NA,ENE,26,ESE,ESE,7,17,76,53,1022.5,1017.2,NA,NA,17.7,20.7,No,0,No
3/18/2011,Dartmoor,7.8,19.4,0,3,9,SE,46,SE,ESE,19,24,72,57,1020,1017.6,NA,NA,13.1,18.6,No,0,No
10/24/2011,Williamtown,12.3,32.4,0,23.2,NA,NW,50,NW,NW,20,24,57,26,1016,1010.6,1,5,22.3,31.3,No,0,No
10/6/2008,Hobart,7.4,14.1,0.2,5,9.1,SSW,61,SSW,SSW,20,26,47,55,1003.7,1007.2,1,7,11,10.7,No,2.8,Yes
9/6/2011,Dartmoor,7.4,12.4,4.2,3,8.4,SW,57,WNW,W,11,17,86,88,1012.5,1013,NA,NA,8.4,8.7,Yes,7.4,Yes
11/19/2009,NorfolkIsland,17.7,21.7,2.8,7.8,7.6,SE,37,SE,SE,20,24,61,63,1016.2,1015.5,7,7,19.9,20.4,Yes,0,No
1/19/2009,PearceRAAF,16.8,30.8,0,NA,13.2,ESE,72,S,SSE,20,13,60,35,1016,1013.3,1,1,20.2,28.4,No,0,No
2/19/2010,Canberra,10.6,25.8,0,7.6,NA,NA,NA,NA,NA,NA,NA,74,42,NA,NA,NA,NA,15.6,24.2,No,0,No
11/12/2009,Watsonia,15.2,31,0,10.4,11.2,SSW,35,NE,SSW,7,20,51,31,1018.5,1017.7,5,6,23.6,29.4,No,0,No
7/12/2010,Nuriootpa,1.3,14.4,0.2,1.4,3.6,NNE,39,NE,NNE,2,15,86,54,1020.6,1015.3,5,7,7.6,13.1,No,0,No
2/14/2010,Perth,17.8,36.1,0,9.2,11.5,S,31,ENE,SW,13,19,40,31,1009.8,1007.2,1,7,27.3,32.8,No,0,No
8/5/2010,Bendigo,-0.3,12.1,2.6,NA,NA,WSW,35,SW,SW,11,15,89,55,1020.6,1020,6,6,5.5,11,Yes,0,No
7/16/2010,Brisbane,8.9,21.4,0,5.6,NA,E,17,SSW,W,6,6,53,33,1023.9,1021.2,1,4,14.3,20.6,No,0,No
9/24/2010,Wollongong,13.6,20.9,0,NA,NA,NE,37,N,N,11,11,67,78,1021.6,1018,NA,NA,18.2,18.5,No,0,No
6/3/2009,Albury,10.6,14.3,4.8,NA,NA,SE,13,ENE,SE,6,9,85,97,1023.5,1020.4,8,8,12.4,13,Yes,8,Yes
9/9/2011,Darwin,22,32.1,0,7.6,10.2,NW,35,SSW,NW,17,24,76,62,1014.7,1011,2,2,26.7,29.7,No,3.2,Yes
1/6/2011,Darwin,26,31.1,1.6,6.6,0.4,NW,46,NNW,SW,6,19,90,95,1007.3,1005.5,7,8,26.3,24.8,Yes,25.4,Yes
11/2/2010,Adelaide,11.2,19.5,0.2,3.8,11.2,SW,37,WSW,WSW,13,19,66,49,1022.7,1022,NA,NA,14.9,18.7,No,0,No
10/12/2010,CoffsHarbour,15.8,22.8,6.2,3,6.3,NNE,39,NE,NE,24,24,70,54,1030.2,1026.9,7,1,19.3,21.7,Yes,0.2,No
9/19/2011,Sydney,14.6,26,0,3.8,9.8,NNE,56,ENE,NE,11,26,59,67,1020.6,1013.7,NA,NA,19.9,20.9,No,0,No
12/31/2010,Williamtown,17.1,33,0,9.2,11.9,ENE,37,N,ENE,2,26,70,44,1016.1,1014,1,1,25.1,31.4,No,NA,NA
1/15/2010,NorfolkIsland,19.2,25.5,0,8,12.5,SSW,35,S,SSW,20,24,62,63,1014,1012.3,4,2,22.9,23.5,No,1.2,Yes
10/29/2008,Brisbane,14.6,25.9,0,7.4,11.5,ENE,28,ENE,NE,6,15,52,52,1021.3,1018.6,3,1,23.6,24.9,No,0.4,No
8/4/2008,Perth,2.1,19.4,0,2,9.8,NE,22,ENE,NE,6,6,78,39,1033.2,1030.5,1,1,9.7,19.2,No,0,No
1/1/2009,Richmond,12,33.1,0,NA,NA,W,61,ENE,W,9,31,NA,NA,1005.5,1001,NA,NA,20,32.1,No,0,No
2/13/2011,MountGinini,10.2,19.6,0,NA,NA,E,26,NA,NNE,0,6,97,66,NA,NA,NA,NA,12.3,17.6,No,0,No
1/11/2011,PearceRAAF,18.7,35.4,0,NA,13,E,63,E,ESE,39,24,39,12,1010.5,1006.1,NA,NA,24.4,34.1,No,0,No
10/26/2009,Canberra,8,15.3,14,4.2,NA,NA,NA,NA,NA,NA,NA,65,52,NA,NA,NA,NA,9.5,13.6,Yes,0.2,No
11/15/2010,PearceRAAF,14.3,30,0,NA,13,ESE,72,E,SE,31,22,36,18,1019.2,1015.9,1,0,20.9,29.3,No,0,No
6/13/2009,PerthAirport,4.8,17.6,0,1.4,8.3,SSW,33,NNE,SSW,9,19,78,49,1025.2,1024.8,7,1,10.3,16.3,No,0,No
11/9/2010,Ballarat,5.9,24.6,0,NA,NA,N,44,NNW,NNW,13,31,72,42,1023.4,1020.1,0,1,15.6,23.3,No,0,No
6/13/2010,Dartmoor,7,11.8,0.8,0.6,1,W,17,NW,SSE,6,11,99,84,1033.3,1032.7,NA,NA,7.8,10.5,No,0,No
11/12/2009,Canberra,10.3,35.5,0,10.4,NA,NA,NA,NA,NA,NA,NA,33,13,NA,NA,NA,NA,21.3,33.9,No,0,No
5/23/2009,Ballarat,8.6,18.5,0,NA,NA,NNE,63,NNE,NNE,30,28,60,53,1020,1018.1,7,NA,14.1,17.1,No,0,No
6/20/2011,Woomera,6.2,21,0,2.2,8.4,WNW,63,NNW,WNW,17,39,59,38,1016.5,1011.6,1,1,10.1,20.3,No,0.4,No
7/20/2009,Watsonia,10.6,18,0,5.8,8.6,NNW,65,N,N,30,35,51,42,1016.1,1011.8,2,4,13.4,17.6,No,0,No
12/23/2010,Penrith,15.5,31.9,0,NA,NA,S,54,NNE,ESE,2,11,79,35,NA,NA,NA,NA,20.6,30.7,No,0,No
11/26/2011,Moree,19.5,27.5,113,12.1,8.5,NW,39,WNW,N,15,22,94,58,1012.1,1009.4,7,6,21.5,26,Yes,0.2,No
10/6/2009,MountGinini,NA,5.6,3.8,NA,NA,NA,NA,NA,NW,NA,26,NA,88,NA,NA,NA,NA,NA,5,Yes,5.4,Yes
9/26/2011,Walpole,9.7,14.2,7.6,NA,NA,WSW,50,WNW,W,15,28,91,56,1008.2,1007.7,NA,NA,11.1,13.4,Yes,16.8,Yes
9/21/2011,Canberra,3.9,19.6,0.8,5.2,11.4,NA,NA,NW,NW,17,28,51,41,1020.9,1018.5,0,1,11.8,17.4,No,0,No
5/26/2011,Adelaide,9.7,15.5,0.6,0.6,3.2,SW,28,SW,SW,4,7,76,80,1025.9,1024.1,NA,NA,12.2,13.9,No,1.4,Yes
9/5/2010,Cobar,7.1,16.3,1.2,2.4,NA,WNW,52,W,WSW,13,17,66,49,1019,1017.3,6,7,11.6,14.7,Yes,0,No
1/29/2011,MountGinini,7.1,21.3,0,NA,NA,WNW,28,N,NW,9,13,99,49,NA,NA,NA,NA,10.3,20.3,No,0,No
7/20/2009,NorfolkIsland,11.3,18.1,1,3.8,9.8,SW,30,SW,SSW,15,20,62,50,1025.4,1023.5,3,3,15.7,17.3,No,6,Yes
2/27/2009,Brisbane,19.9,30.1,0,7.2,11.9,ESE,44,S,E,11,15,51,51,1015.2,1011.8,1,3,25.3,27.9,No,0,No
1/6/2010,SydneyAirport,21.3,25.3,0,8.4,9.5,S,50,S,SSE,22,26,87,74,1015.9,1013.8,7,6,22,24.4,No,0,No
8/9/2010,Williamtown,1.3,18.6,0,2,9.8,SE,22,WNW,SE,15,17,89,59,1023.8,1020.9,0,1,9.6,17.9,No,0.8,No
12/17/2008,Brisbane,19,29.4,0,6.8,13.1,N,30,NNW,NNE,11,15,54,50,1014.1,1010.7,2,1,26.6,28.4,No,0,No
5/22/2011,Albany,14.5,17.2,0,2,4.3,NA,NA,SSW,SW,24,20,62,72,1027.6,1027.5,6,7,16.8,16.2,No,0.8,No
5/3/2009,Watsonia,3.3,18,0,2.4,7.8,SW,17,ENE,WSW,6,9,93,52,1029.5,1026.9,7,3,6.7,17.6,No,0,No
10/29/2010,BadgerysCreek,11.7,20.4,0.4,NA,NA,NE,24,SW,ESE,6,11,84,71,1021.3,1017.9,NA,NA,15.5,18.6,No,0.2,No
1/26/2012,Launceston,13,29,0,NA,NA,NW,33,E,ESE,6,11,45,28,1015.4,1015.3,NA,NA,21.7,28.4,No,0,No
1/3/2009,PearceRAAF,15.9,35.6,0,NA,12.7,NA,NA,S,SSW,13,28,58,29,1012.1,1010.2,NA,NA,24,34.8,No,0,No
2/28/2011,Adelaide,18.4,27.6,0,17.8,10.4,WSW,33,WNW,W,4,20,69,54,1009.5,1008,NA,NA,21.1,25.4,No,0,No
12/22/2009,GoldCoast,20.1,28.9,0,NA,NA,ESE,24,ESE,ENE,13,11,69,71,1014.9,1011.9,NA,NA,27.1,27,No,0.8,No
5/23/2009,Launceston,5.2,19.9,0.2,NA,NA,N,31,NNW,N,15,9,70,57,1027.8,1025.6,NA,NA,16.2,19,No,0,No
1/7/2012,GoldCoast,21,29,0,NA,NA,SSE,50,SSE,ESE,26,15,65,66,1014.9,1013,NA,NA,26.3,25.5,No,0,No
9/3/2009,Wollongong,12.6,18.3,0,NA,NA,NNE,39,NNE,NNE,11,17,71,87,1019.8,1017.4,NA,8,17.9,14.9,No,4.6,Yes
10/16/2011,Hobart,7.9,13,5.8,5.4,7.6,WSW,83,N,W,20,44,64,55,1003.9,1007.6,NA,NA,8.7,10.1,Yes,8.2,Yes
5/5/2010,Hobart,7.8,16.6,3.2,3.2,8.1,NNW,43,NW,NW,15,22,66,40,1007.8,1006.8,1,4,11.2,15.6,Yes,0.6,No
9/10/2011,Watsonia,6.8,14.7,8.6,2.4,3.8,WSW,41,WSW,SSW,17,20,79,75,1018.5,1016.4,7,7,9.9,13.4,Yes,2.2,Yes
2/4/2009,MountGambier,13,35.1,0,5.6,13.2,S,39,ESE,SSE,13,22,70,21,1008.9,1005.2,0,0,19.8,34.6,No,0,No
7/9/2011,MountGinini,-6,-1.5,0.2,NA,NA,SW,48,SW,WSW,28,19,NA,97,NA,NA,NA,NA,NA,-2.1,No,0.2,No
7/7/2009,BadgerysCreek,3.3,14.5,0,NA,NA,S,28,SW,SSE,19,15,71,57,1025.1,1024.5,NA,NA,9.5,13.7,No,1.2,Yes
8/11/2009,Tuggeranong,2.8,12.9,1.6,NA,NA,WNW,33,ESE,W,15,11,89,86,1014.3,1010.2,NA,NA,7.1,11.2,Yes,4,Yes
1/14/2012,PearceRAAF,23,31,NA,NA,9.5,NA,NA,E,E,22,15,47,43,1010.4,1008,NA,NA,28,30.7,NA,NA,NA
6/8/2009,Launceston,8.4,15.1,1,NA,NA,NW,22,N,NNW,6,15,99,66,1000.9,999.4,NA,NA,8.9,13.8,No,1,No
2/6/2010,Canberra,16.6,25.2,17.6,4.6,NA,NA,NA,NA,NA,NA,NA,75,54,NA,NA,NA,NA,18.4,24.5,Yes,0,No
12/26/2009,GoldCoast,22.7,29.2,10.4,NA,NA,NE,52,N,NE,9,28,86,72,1014,1012.4,NA,NA,25.3,27.6,Yes,4.6,Yes
12/15/2009,MountGinini,7.3,23.5,0.2,NA,NA,W,31,NW,W,13,13,78,38,NA,NA,NA,NA,13.7,21.5,No,0.2,No
4/9/2010,Nuriootpa,15.6,20.7,3.4,2.8,1.3,NE,41,E,W,11,19,96,68,1011.7,1009.6,8,7,15.9,20.6,Yes,1.2,Yes
7/1/2009,Canberra,7.5,12.9,9.8,3.4,8.6,WNW,70,NNW,W,30,35,76,57,1007.8,1006.5,3,5,9.3,11,Yes,0.6,No
1/28/2011,Dartmoor,8.2,23,0,5,13.1,SSW,33,SE,SSW,9,20,84,61,1023.4,1021.7,NA,NA,14.3,22.3,No,0,No
9/28/2009,Cairns,16.4,30.5,0,8,9.6,ENE,35,S,NE,15,24,53,48,1012.7,1008.8,1,1,25.8,29.2,No,0,No
1/1/2011,Watsonia,16.5,23.1,0,14.2,6.2,SW,30,SSW,SW,15,9,76,53,1012.2,1012.5,7,6,17,22.1,No,0,No
5/4/2009,Perth,9.1,28.4,0,4.4,9.9,NE,24,ENE,NE,7,7,41,21,1026.1,1023.2,1,0,18.9,28,No,0,No
9/26/2011,Woomera,13.2,27.9,0,8,9.5,NNE,56,NNE,NNE,39,37,16,8,1015.4,1008.9,2,0,19.6,26.9,No,0,No
7/19/2009,Tuggeranong,-0.6,14.3,0,NA,NA,NW,33,NW,WNW,13,19,65,47,1021.9,1020.1,NA,NA,8.9,13.5,No,0,No
6/1/2010,Ballarat,2,13.3,0,NA,NA,N,26,E,N,2,15,98,68,1019.5,1017.8,4,7,7.3,12.5,No,0,No
11/14/2010,NorfolkIsland,16.1,21.3,0,7.8,12.2,E,44,ESE,ESE,28,28,68,68,1024.9,1021.9,1,3,19.1,20.2,No,0,No
6/3/2010,Witchcliffe,7.7,17,0.6,NA,NA,SSW,19,NA,SE,0,7,99,91,1022.8,1022.3,NA,NA,12.7,16,No,3.8,Yes
5/3/2009,Ballarat,1.2,15.4,0.2,NA,NA,W,22,NA,W,0,6,100,58,1029.6,1027.6,8,5,7.4,14.8,No,0,No
8/27/2010,SalmonGums,8.5,16,0.6,NA,NA,SSE,22,NE,S,7,7,78,48,NA,NA,NA,NA,10.7,14.6,No,0,No
4/1/2009,Bendigo,12,29.8,0,4,NA,NA,NA,SSE,E,7,6,57,27,1023.3,1019.8,1,1,18.3,29,No,0,No
6/29/2011,Albury,0.9,16.6,0,NA,NA,ENE,17,NA,ESE,0,6,81,50,1037.4,1035.1,NA,NA,5.6,16.1,No,0,No
12/24/2011,Williamtown,17.3,26.6,NA,NA,NA,SE,35,ENE,ESE,13,26,74,61,1013.8,1012.2,NA,NA,23.4,25.7,NA,11,Yes
