CONTROLN,TARGET_B,TARGET_D
118155,0,0
118157,0,0
118158,0,0
118161,0,0
118162,0,0
118164,0,0
118167,0,0
118170,0,0
118172,0,0
118173,0,0
118174,0,0
118176,0,0
118177,0,0
118179,0,0
118181,0,0
118185,0,0
118187,0,0
118192,1,21
118194,0,0
118195,0,0
118197,0,0
118198,0,0
118200,0,0
118202,0,0
118203,0,0
118206,0,0
118207,0,0
118208,0,0
118209,0,0
118211,0,0
118213,0,0
118214,0,0
118215,0,0
118218,0,0
118219,0,0
118222,0,0
118225,0,0
118228,0,0
118235,0,0
118237,0,0
118238,0,0
118242,0,0
118244,0,0
118246,0,0
118249,0,0
118251,1,11
118253,0,0
118255,0,0
118256,0,0
118258,0,0
118259,0,0
118260,0,0
118264,0,0
118266,0,0
118269,0,0
118271,0,0
118274,0,0
118275,0,0
118277,0,0
118278,0,0
118279,0,0
118280,0,0
118285,0,0
118287,0,0
118288,0,0
118291,0,0
118293,0,0
118294,0,0
118297,0,0
118299,0,0
118301,0,0
118302,1,10
118303,0,0
118308,0,0
118309,0,0
118310,0,0
118311,0,0
118315,0,0
118316,0,0
118317,0,0
118319,0,0
118320,0,0
118321,0,0
118322,0,0
118323,0,0
118329,0,0
118330,0,0
118332,0,0
118335,0,0
118339,0,0
118342,0,0
118347,0,0
118350,0,0
118352,0,0
118355,0,0
118358,0,0
118360,0,0
118364,0,0
118366,0,0
118369,0,0
118371,0,0
118372,0,0
118373,0,0
118375,0,0
118376,1,30
118377,0,0
118379,0,0
118380,0,0
118385,0,0
118386,0,0
118387,1,20
118388,0,0
118389,0,0
118390,0,0
118394,1,5
118395,0,0
118396,0,0
118397,0,0
118400,1,17
118402,0,0
118404,0,0
118405,0,0
118406,0,0
118407,0,0
118409,0,0
118411,0,0
118413,0,0
118416,0,0
118423,0,0
118424,0,0
118425,0,0
118428,0,0
118429,0,0
118431,1,5
118433,0,0
118434,0,0
118435,0,0
118436,0,0
118437,0,0
118438,0,0
118439,0,0
118441,0,0
118442,0,0
118445,0,0
118448,0,0
118449,0,0
118452,0,0
118455,0,0
118458,0,0
118459,0,0
118461,0,0
118462,1,11
118464,1,30
118466,0,0
118467,0,0
118469,0,0
118470,0,0
118473,0,0
118478,0,0
118481,0,0
118482,0,0
118483,0,0
118486,0,0
118488,0,0
118489,0,0
118492,0,0
118495,0,0
118496,0,0
118497,0,0
118498,1,17
118499,0,0
118500,0,0
118504,0,0
118505,0,0
118510,0,0
118513,1,14
118514,1,15
118516,1,20
118517,0,0
118518,0,0
118521,0,0
118522,0,0
118523,0,0
118524,0,0
118525,0,0
118526,0,0
118530,0,0
118531,0,0
118533,0,0
118534,0,0
118539,0,0
118543,0,0
118544,0,0
118546,0,0
118547,1,20
118548,0,0
118549,0,0
118550,0,0
118552,0,0
118556,0,0
118558,0,0
118559,0,0
118560,1,5
118563,0,0
118568,0,0
118569,0,0
118570,0,0
118575,0,0
118578,0,0
118579,1,5
118580,0,0
118581,0,0
118582,0,0
118584,0,0
118585,0,0
118588,0,0
118589,0,0
118590,0,0
118592,0,0
118593,0,0
118594,0,0
118596,0,0
118598,0,0
118600,0,0
118601,0,0
118603,0,0
118604,0,0
118608,0,0
118611,0,0
118612,0,0
118613,0,0
118615,0,0
118616,0,0
118620,0,0
118625,0,0
118627,0,0
118629,0,0
118630,0,0
118631,0,0
118637,0,0
118640,0,0
118641,0,0
118642,0,0
118643,0,0
118646,0,0
118647,0,0
118650,0,0
118653,0,0
118654,0,0
118656,0,0
118658,0,0
118662,0,0
118663,0,0
118664,0,0
118665,0,0
118667,0,0
118668,0,0
118669,0,0
118671,0,0
118672,0,0
118674,0,0
118675,0,0
118681,0,0
118682,0,0
118683,0,0
118684,0,0
118686,0,0
118689,0,0
118691,0,0
118693,0,0
118703,0,0
118704,0,0
118705,0,0
118706,0,0
118707,0,0
118708,0,0
118711,1,12
118713,0,0
118714,0,0
118716,0,0
118717,0,0
118719,0,0
118720,0,0
118721,0,0
118722,0,0
118724,0,0
118726,0,0
118727,0,0
118728,1,15
118730,0,0
118731,0,0
118732,0,0
118734,0,0
118735,0,0
118737,0,0
118740,0,0
118742,0,0
118743,0,0
118744,0,0
118745,0,0
118746,0,0
118752,0,0
118753,0,0
118754,0,0
118755,0,0
118756,0,0
118757,0,0
118760,0,0
118761,0,0
118764,0,0
118767,0,0
118768,0,0
118770,0,0
118771,0,0
118772,0,0
118774,0,0
118775,0,0
118776,0,0
118778,0,0
118779,0,0
118780,1,10
118781,0,0
118782,0,0
118786,0,0
118788,0,0
118790,0,0
118795,0,0
118798,0,0
118799,0,0
118801,0,0
118802,0,0
118808,0,0
118810,0,0
118811,0,0
118812,0,0
118814,0,0
118816,0,0
118820,0,0
118821,0,0
118824,1,1
118826,0,0
118828,0,0
118829,0,0
118830,0,0
118832,0,0
118833,0,0
118836,0,0
118838,0,0
118839,0,0
118840,0,0
118841,0,0
118843,0,0
118845,0,0
118848,0,0
118850,0,0
118851,0,0
118852,0,0
118855,0,0
118856,0,0
118863,0,0
118864,0,0
118872,0,0
118873,1,17
118878,0,0
118881,1,3
118882,0,0
118883,0,0
118884,0,0
118886,0,0
118888,0,0
118892,0,0
118893,0,0
118895,0,0
118896,0,0
118898,0,0
118901,0,0
118903,0,0
118904,0,0
118906,0,0
118907,0,0
118912,0,0
118913,0,0
118916,0,0
118917,1,8
118918,0,0
118919,0,0
118920,0,0
118921,0,0
118925,0,0
118926,0,0
118928,0,0
118932,0,0
118933,0,0
118934,1,25
118935,0,0
118936,0,0
118938,0,0
118939,0,0
118942,0,0
118943,0,0
118944,0,0
118947,0,0
118948,0,0
118949,0,0
118952,0,0
118953,0,0
118954,0,0
118957,0,0
118959,0,0
118961,0,0
118964,0,0
118965,0,0
118969,0,0
118971,0,0
118972,0,0
118981,0,0
118982,0,0
118984,0,0
118986,0,0
118989,0,0
118990,1,25
118991,0,0
118992,0,0
118994,1,12
118995,0,0
118997,0,0
119000,0,0
119004,0,0
119007,0,0
119010,0,0
119011,0,0
119012,0,0
119013,0,0
119014,0,0
119016,0,0
119018,0,0
119019,0,0
119022,0,0
119024,0,0
119025,1,5
119027,0,0
119029,0,0
119030,0,0
119031,0,0
119034,0,0
119035,0,0
119036,0,0
119037,0,0
119040,0,0
119041,0,0
119042,0,0
119044,0,0
119046,0,0
119048,0,0
119049,0,0
119050,0,0
119052,0,0
119056,0,0
119058,0,0
119060,0,0
119061,0,0
119062,0,0
119063,0,0
119067,0,0
119069,0,0
119070,0,0
119071,0,0
119076,0,0
119077,0,0
119079,0,0
119082,0,0
119087,0,0
119090,0,0
119091,0,0
119092,0,0
119093,0,0
119094,0,0
119095,0,0
119101,0,0
119102,0,0
119103,0,0
119104,0,0
119105,0,0
119106,0,0
119107,0,0
119109,0,0
119110,0,0
119111,0,0
119112,0,0
119113,0,0
119114,0,0
119115,0,0
119116,0,0
119118,0,0
119121,0,0
119123,0,0
119124,0,0
119125,0,0
119128,0,0
119130,0,0
119131,0,0
119133,0,0
119134,1,25
119135,0,0
119136,1,10
119138,0,0
119139,0,0
119140,1,5
119141,0,0
119143,0,0
119144,0,0
119145,0,0
119146,1,2
119148,0,0
119151,0,0
119152,0,0
119153,0,0
119155,0,0
119157,0,0
119160,0,0
119163,0,0
119166,0,0
119168,0,0
119170,0,0
119171,0,0
119174,0,0
119175,1,10
119176,0,0
119177,0,0
119178,0,0
119181,0,0
119182,0,0
119183,0,0
119184,1,25
119186,0,0
119187,0,0
119188,0,0
119189,0,0
119193,0,0
119194,0,0
119195,0,0
119196,0,0
119199,0,0
119201,0,0
119202,0,0
119204,0,0
119205,0,0
119206,0,0
119208,0,0
119211,0,0
119212,0,0
119213,0,0
119215,0,0
119216,0,0
119217,0,0
119221,0,0
119223,0,0
119224,0,0
119225,0,0
119226,0,0
119229,0,0
119230,0,0
119231,0,0
119233,0,0
119234,0,0
119235,0,0
119239,0,0
119240,0,0
119241,0,0
119242,0,0
119245,0,0
119246,0,0
119250,0,0
119252,0,0
119254,0,0
119255,0,0
119256,0,0
119257,0,0
119259,0,0
119260,0,0
119262,0,0
119263,0,0
119264,0,0
119266,0,0
119267,0,0
119271,0,0
119274,0,0
119275,0,0
119277,0,0
119279,0,0
119280,0,0
119282,0,0
119284,0,0
119285,0,0
119287,0,0
119288,0,0
119289,0,0
119290,0,0
119293,0,0
119296,0,0
119297,0,0
119298,0,0
119300,0,0
119301,0,0
119303,0,0
119305,0,0
119306,0,0
119307,0,0
119309,0,0
119311,0,0
119312,0,0
119316,0,0
119320,0,0
119321,0,0
119322,0,0
119323,0,0
119326,0,0
119329,0,0
119331,0,0
119332,0,0
119333,0,0
119334,0,0
119335,0,0
119336,0,0
119337,0,0
119339,0,0
119341,0,0
119343,0,0
119344,0,0
119346,0,0
119347,0,0
119348,0,0
119349,0,0
119350,0,0
119353,0,0
119354,0,0
119357,0,0
119358,0,0
119359,0,0
119363,0,0
119364,0,0
119365,0,0
119367,0,0
119369,0,0
119370,0,0
119371,0,0
119375,0,0
119376,0,0
119378,0,0
119379,0,0
119381,0,0
119384,0,0
119385,0,0
119386,0,0
119387,0,0
119389,0,0
119391,0,0
119392,0,0
119394,0,0
119397,0,0
119400,0,0
119401,0,0
119403,0,0
119405,0,0
119406,0,0
119408,0,0
119410,0,0
119413,1,20
119414,0,0
119415,0,0
119416,1,20
119418,0,0
119419,0,0
119421,0,0
119422,0,0
119423,0,0
119424,0,0
119425,0,0
119427,0,0
119428,0,0
119430,0,0
119431,0,0
119432,0,0
119434,0,0
119435,0,0
119436,0,0
119438,0,0
119439,0,0
119440,0,0
119442,0,0
119444,0,0
119445,0,0
119449,0,0
119452,0,0
119453,0,0
119458,0,0
119459,0,0
119461,0,0
119463,0,0
119464,0,0
119465,0,0
119466,0,0
119468,0,0
119469,0,0
119471,0,0
119472,0,0
119473,0,0
119475,0,0
119477,0,0
119478,0,0
119481,0,0
119482,0,0
119483,0,0
119484,0,0
119485,0,0
119487,0,0
119488,0,0
119494,0,0
119497,1,50
119498,0,0
119499,0,0
119500,0,0
119501,0,0
119502,0,0
119506,0,0
119507,0,0
119508,0,0
119509,0,0
119510,0,0
119511,0,0
119514,0,0
119517,0,0
119521,0,0
119526,0,0
119527,0,0
119528,1,10
119529,0,0
119530,0,0
119531,1,30
119536,0,0
119537,0,0
119539,0,0
119542,0,0
119544,0,0
119545,0,0
119547,0,0
119548,0,0
119549,0,0
119550,0,0
119551,0,0
119554,0,0
119555,0,0
119556,0,0
119558,0,0
119560,0,0
119562,0,0
119564,0,0
119566,0,0
119567,0,0
119569,0,0
119571,1,10
119572,0,0
119573,1,15
119574,0,0
119575,0,0
119577,0,0
119578,0,0
119579,0,0
119580,0,0
119581,0,0
119582,0,0
119584,0,0
119586,0,0
119591,0,0
119593,0,0
119596,0,0
119599,0,0
119600,0,0
119601,0,0
119602,0,0
119605,0,0
119606,0,0
119609,0,0
119611,0,0
119613,0,0
119618,0,0
119625,0,0
119628,0,0
119630,0,0
119632,0,0
119634,0,0
119638,0,0
119641,0,0
119643,0,0
119644,0,0
119646,0,0
119651,0,0
119653,0,0
119655,0,0
119656,0,0
119657,0,0
119658,0,0
119659,0,0
119661,0,0
119665,0,0
119666,0,0
119669,0,0
119671,0,0
119673,0,0
119674,0,0
119676,0,0
119683,0,0
119687,0,0
119688,0,0
119689,0,0
119691,0,0
119692,0,0
119694,0,0
119695,0,0
119697,0,0
119701,0,0
119703,0,0
119704,0,0
119705,0,0
119706,0,0
119707,0,0
119709,0,0
119710,0,0
119712,0,0
119713,0,0
119714,0,0
119715,0,0
119717,0,0
119719,0,0
119723,1,25
119724,0,0
119726,0,0
119728,0,0
119730,0,0
119732,0,0
119735,0,0
119739,0,0
119740,0,0
119741,0,0
119742,0,0
119748,0,0
119749,0,0
119753,0,0
119754,0,0
119757,0,0
119758,0,0
119759,0,0
119760,0,0
119761,0,0
119765,0,0
119766,0,0
119767,1,10
119769,0,0
119772,0,0
119776,0,0
119777,0,0
119778,0,0
119779,0,0
119780,0,0
119781,0,0
119785,0,0
119786,0,0
119788,0,0
119789,0,0
119790,0,0
119791,0,0
119792,0,0
119795,0,0
119803,0,0
119804,0,0
119805,0,0
119806,0,0
119807,1,11
119809,0,0
119810,0,0
119812,0,0
119817,0,0
119818,0,0
119820,0,0
119822,0,0
119825,0,0
119827,0,0
119828,0,0
119831,0,0
119832,1,10
119833,0,0
119835,0,0
119836,1,6
119837,0,0
119841,0,0
119846,1,10
119850,0,0
119856,0,0
119858,0,0
119860,0,0
119862,0,0
119865,0,0
119866,0,0
119867,0,0
119869,0,0
119870,0,0
119871,0,0
119872,0,0
119873,0,0
119874,0,0
119875,0,0
119877,0,0
119879,0,0
119882,0,0
119885,0,0
119886,0,0
119887,0,0
119888,0,0
119890,0,0
119891,0,0
119894,0,0
119895,0,0
119897,0,0
119898,0,0
119900,0,0
119904,0,0
119905,0,0
119907,0,0
119908,0,0
119909,0,0
119910,0,0
119912,0,0
119913,0,0
119914,0,0
119917,0,0
119918,0,0
119924,0,0
119927,0,0
119929,0,0
119932,0,0
119934,1,5
119935,0,0
119936,0,0
119938,0,0
119941,0,0
119947,0,0
119951,0,0
119955,0,0
119956,0,0
119957,0,0
119960,0,0
119961,0,0
119962,0,0
119963,0,0
119965,0,0
119968,0,0
119969,0,0
119971,0,0
119972,0,0
119975,0,0
119977,0,0
119981,0,0
119985,0,0
119987,0,0
119990,0,0
119992,0,0
119995,0,0
119996,0,0
119999,0,0
120000,0,0
120002,0,0
120004,0,0
120006,0,0
120007,0,0
120010,0,0
120012,0,0
120013,0,0
120017,0,0
120018,0,0
120019,0,0
120020,0,0
120027,0,0
120028,0,0
120029,0,0
120035,0,0
120038,0,0
120039,0,0
120040,0,0
120043,0,0
120044,0,0
120046,0,0
120047,0,0
120049,0,0
120051,0,0
120052,0,0
120053,0,0
120054,0,0
120055,0,0
120056,1,15
120057,1,6
120058,0,0
120071,0,0
120072,0,0
120074,0,0
120082,1,3
120086,0,0
120087,0,0
120088,0,0
120090,0,0
120091,0,0
120093,0,0
120095,0,0
120096,0,0
120097,0,0
120098,0,0
120099,0,0
120101,0,0
120103,0,0
120106,0,0
120108,0,0
120109,0,0
120110,0,0
120111,0,0
120113,0,0
120116,0,0
120119,0,0
120120,0,0
120123,0,0
120124,0,0
120126,0,0
120131,0,0
120133,0,0
120134,0,0
120136,0,0
120137,0,0
120138,0,0
120139,0,0
120140,0,0
120141,0,0
120143,0,0
120148,0,0
120154,0,0
120156,0,0
120157,0,0
120159,0,0
120163,0,0
120165,0,0
120168,0,0
120172,0,0
120174,0,0
120180,0,0
120183,0,0
120186,0,0
120187,0,0
120190,0,0
120193,0,0
120194,0,0
120195,0,0
120196,0,0
120200,0,0
120202,0,0
120211,0,0
120212,0,0
120213,0,0
120214,0,0
120217,0,0
120218,0,0
120219,0,0
120221,0,0
120222,0,0
120223,0,0
120225,0,0
120227,0,0
120228,0,0
120232,0,0
120233,0,0
120235,0,0
120236,0,0
120239,0,0
120240,0,0
120244,0,0
120245,0,0
120246,0,0
120250,0,0
120251,0,0
120252,0,0
120256,0,0
120257,0,0
120261,0,0
120263,0,0
120264,0,0
120266,0,0
120268,0,0
120271,0,0
120272,0,0
120276,0,0
120277,0,0
120278,0,0
120280,0,0
120282,0,0
120284,0,0
120288,0,0
120292,0,0
120293,0,0
120294,0,0
120297,0,0
120302,0,0
120303,0,0
120304,0,0
120305,0,0
120306,0,0
120307,1,45
120310,0,0
120311,0,0
120317,0,0
120319,0,0
120321,0,0
120322,0,0
120324,0,0
120325,0,0
120326,0,0
120331,0,0
120333,0,0
120335,0,0
120336,0,0
120338,0,0
120339,0,0
120340,0,0
120341,0,0
120342,0,0
120344,0,0
120346,0,0
120348,0,0
120350,0,0
120351,0,0
120353,0,0
120354,0,0
120358,0,0
120362,0,0
120363,0,0
120365,0,0
120367,0,0
120369,0,0
120372,1,25
120373,0,0
120374,0,0
120382,0,0
120383,0,0
120386,0,0
120388,0,0
120389,0,0
120393,0,0
120395,0,0
120400,0,0
120401,0,0
120402,0,0
120403,0,0
120404,0,0
120405,0,0
120406,0,0
120407,0,0
120410,0,0
120411,0,0
120412,0,0
120413,0,0
120414,0,0
120416,0,0
120417,0,0
120418,0,0
120420,0,0
120422,0,0
120429,0,0
120430,0,0
120431,0,0
120433,0,0
120434,0,0
120437,0,0
120438,0,0
120441,0,0
120442,0,0
120447,0,0
120448,0,0
120450,0,0
120451,0,0
120452,0,0
120457,0,0
120458,0,0
120459,0,0
120468,0,0
120472,0,0
120474,0,0
120475,0,0
120477,0,0
120478,0,0
120481,1,15
120482,0,0
120484,0,0
120485,0,0
120487,0,0
120489,0,0
120493,0,0
120495,0,0
120501,0,0
120504,0,0
120505,0,0
120506,0,0
120508,0,0
120512,0,0
120513,0,0
120515,0,0
120517,0,0
120520,0,0
120522,0,0
120525,0,0
120526,0,0
120527,0,0
120532,0,0
120536,0,0
120537,0,0
120538,0,0
120542,0,0
120544,0,0
120545,0,0
120548,0,0
120549,0,0
120550,0,0
120555,0,0
120556,0,0
120562,0,0
120564,0,0
120568,0,0
120569,0,0
120570,0,0
120575,0,0
120576,0,0
120578,0,0
120580,0,0
120581,0,0
120582,0,0
120585,0,0
120589,0,0
120590,0,0
120592,0,0
120595,0,0
120597,0,0
120598,1,11
120600,0,0
120602,0,0
120603,0,0
120607,0,0
120610,0,0
120611,0,0
120614,0,0
120615,0,0
120621,0,0
120622,0,0
120624,0,0
120625,0,0
120626,0,0
120627,0,0
120629,0,0
120631,0,0
120635,0,0
120636,0,0
120640,0,0
120641,0,0
120643,0,0
120645,0,0
120646,0,0
120649,1,10
120651,0,0
120653,0,0
120654,0,0
120656,0,0
120659,0,0
120662,0,0
120663,0,0
120664,0,0
120666,0,0
120667,0,0
120668,0,0
120669,0,0
120672,0,0
120675,0,0
120678,0,0
120679,0,0
120680,1,4
120681,1,8
120682,0,0
120683,0,0
120684,0,0
120685,0,0
120687,1,11
120688,0,0
120690,0,0
120691,0,0
120692,0,0
120694,0,0
120695,0,0
120696,0,0
120698,0,0
120700,0,0
120707,0,0
120708,1,5
120710,0,0
120715,0,0
120716,0,0
120717,0,0
120721,0,0
120722,0,0
120724,0,0
120726,0,0
120727,0,0
120728,0,0
120729,0,0
120730,0,0
120731,0,0
120732,0,0
120733,0,0
120735,0,0
120737,0,0
120738,0,0
120740,0,0
120741,0,0
120743,0,0
120744,0,0
120745,0,0
120746,0,0
120747,0,0
120748,0,0
120749,0,0
120751,0,0
120752,0,0
120753,0,0
120754,0,0
120758,0,0
120759,0,0
120760,0,0
120761,0,0
120763,0,0
120765,0,0
120769,0,0
120771,0,0
120774,0,0
120776,1,23
120777,0,0
120782,0,0
120784,0,0
120788,0,0
120791,0,0
120792,0,0
120796,0,0
120798,0,0
120802,0,0
120806,0,0
120808,0,0
120809,0,0
120810,0,0
120811,0,0
120814,0,0
120815,0,0
120816,0,0
120818,0,0
120819,0,0
120823,0,0
120824,0,0
120826,0,0
120827,0,0
120828,0,0
120829,0,0
120830,0,0
120831,0,0
120832,0,0
120834,0,0
120836,0,0
120839,0,0
120841,0,0
120842,0,0
120843,0,0
120844,0,0
120845,1,20
120846,0,0
120847,1,40
120848,0,0
120851,0,0
120852,0,0
120853,0,0
120854,0,0
120856,0,0
120857,0,0
120859,0,0
120861,0,0
120862,0,0
120863,0,0
120864,0,0
120866,0,0
120871,0,0
120872,1,10
120877,0,0
120883,0,0
120884,0,0
120885,0,0
120887,0,0
120888,0,0
120889,0,0
120896,0,0
120898,0,0
120899,0,0
120901,0,0
120904,0,0
120905,0,0
120907,0,0
120909,0,0
120912,0,0
120913,0,0
120914,0,0
120916,0,0
120920,1,14
120922,0,0
120924,0,0
120925,0,0
120927,0,0
120930,0,0
120931,0,0
120934,0,0
120935,0,0
120939,0,0
120942,0,0
120943,0,0
120946,0,0
120947,0,0
120949,0,0
120950,0,0
120951,0,0
120954,0,0
120955,0,0
120956,0,0
120958,0,0
120959,0,0
120962,0,0
120965,0,0
120967,0,0
120969,0,0
120971,0,0
120974,0,0
120976,0,0
120979,0,0
120981,0,0
120983,0,0
120988,0,0
120990,0,0
120997,0,0
121000,0,0
121001,0,0
121002,0,0
121006,0,0
121010,0,0
121011,0,0
121012,0,0
121015,0,0
121017,0,0
121018,0,0
121024,0,0
121029,0,0
121034,1,20
121035,0,0
121036,0,0
121037,0,0
121039,0,0
121040,0,0
121041,0,0
121042,0,0
121044,0,0
121047,0,0
121051,0,0
121052,0,0
121053,0,0
121056,0,0
121058,0,0
121060,0,0
121065,0,0
121066,0,0
121069,0,0
121074,0,0
121075,0,0
121078,0,0
121079,1,15
121081,0,0
121082,0,0
121083,0,0
121084,0,0
121086,0,0
121087,0,0
121088,0,0
121089,0,0
121092,0,0
121096,0,0
121098,0,0
121099,0,0
121101,0,0
121102,0,0
121103,1,27
121106,0,0
121107,0,0
121109,0,0
121110,0,0
121112,0,0
121114,0,0
121117,0,0
121119,0,0
121120,0,0
121121,0,0
121122,0,0
121123,0,0
121125,0,0
121131,0,0
121132,0,0
121133,1,12
121134,0,0
121135,0,0
121141,0,0
121142,0,0
121143,0,0
121150,0,0
121151,0,0
121152,0,0
121157,0,0
121159,0,0
121161,0,0
121169,0,0
121171,0,0
121173,0,0
121175,0,0
121176,0,0
121180,0,0
121182,0,0
121183,0,0
121184,0,0
121186,0,0
121187,0,0
121192,0,0
121194,0,0
121196,0,0
121197,0,0
121199,0,0
121201,0,0
121203,0,0
121204,0,0
121205,0,0
121206,0,0
121207,0,0
121209,0,0
121215,0,0
121218,0,0
121219,0,0
121220,0,0
121221,1,10
121224,0,0
121225,1,10
121228,0,0
121229,0,0
121230,0,0
121231,0,0
121232,0,0
121233,0,0
121234,0,0
121236,0,0
121238,0,0
121239,0,0
121241,0,0
121242,0,0
121243,0,0
121244,0,0
121245,0,0
121246,0,0
121247,0,0
121249,0,0
121253,0,0
121260,0,0
121261,0,0
121263,0,0
121268,0,0
121269,0,0
121271,0,0
121273,0,0
121274,0,0
121275,0,0
121277,0,0
121279,0,0
121281,0,0
121282,1,12
121283,0,0
121284,0,0
121285,0,0
121287,0,0
121288,0,0
121291,0,0
121293,0,0
121294,0,0
121295,0,0
121298,0,0
121299,0,0
121300,1,25
121302,0,0
121304,0,0
121305,0,0
121306,1,10
121307,0,0
121308,0,0
121312,0,0
121313,1,20
121316,0,0
121318,0,0
121319,1,47
121320,0,0
121321,0,0
121322,0,0
121324,0,0
121326,0,0
121330,0,0
121336,0,0
121337,0,0
121338,0,0
121339,0,0
121342,0,0
121343,0,0
121344,0,0
121347,0,0
121349,0,0
121351,0,0
121352,0,0
121353,0,0
121360,0,0
121361,0,0
121362,0,0
121363,0,0
121366,0,0
121368,0,0
121370,0,0
121371,0,0
121377,0,0
121378,0,0
121380,0,0
121381,0,0
121382,0,0
121383,0,0
121384,0,0
121386,0,0
121387,0,0
121389,0,0
121390,1,25
121392,0,0
121395,0,0
121396,0,0
121397,0,0
121398,0,0
121399,0,0
121401,0,0
121405,0,0
121407,0,0
121413,0,0
121414,0,0
121416,0,0
121417,0,0
121420,0,0
121421,0,0
121423,0,0
121425,0,0
121428,0,0
121429,0,0
121430,0,0
121432,0,0
121434,0,0
121440,0,0
121447,0,0
121450,0,0
121451,0,0
121452,0,0
121454,0,0
121456,0,0
121460,0,0
121461,0,0
121463,0,0
121468,0,0
121469,0,0
121470,0,0
121471,0,0
121472,0,0
121476,0,0
121477,0,0
121480,0,0
121485,0,0
121486,0,0
121487,0,0
121488,0,0
121491,0,0
121492,0,0
121493,0,0
121494,0,0
121495,0,0
121496,0,0
121497,0,0
121498,0,0
121499,0,0
121500,0,0
121503,0,0
121504,0,0
121506,0,0
121507,0,0
121508,0,0
121509,0,0
121510,1,10
121511,0,0
121512,0,0
121513,0,0
121514,0,0
121516,0,0
121519,0,0
121520,0,0
121521,0,0
121524,0,0
121528,0,0
121530,0,0
121533,0,0
121534,0,0
121540,0,0
121541,0,0
121542,0,0
121543,0,0
121544,0,0
121545,1,20
121546,0,0
121548,0,0
121549,0,0
121555,0,0
121556,0,0
121559,0,0
121562,0,0
121563,0,0
121566,0,0
121567,0,0
121568,0,0
121573,0,0
121574,0,0
121578,0,0
121579,0,0
121580,0,0
121583,0,0
121584,0,0
121585,0,0
121586,0,0
121588,0,0
121591,0,0
121592,0,0
121596,0,0
121597,0,0
121602,0,0
121604,0,0
121608,0,0
121610,0,0
121611,0,0
121612,0,0
121614,0,0
121616,0,0
121617,0,0
121618,0,0
121619,0,0
121621,0,0
121623,0,0
121624,0,0
121625,0,0
121628,0,0
121629,0,0
121630,0,0
121633,0,0
121635,0,0
121636,0,0
121637,0,0
121644,0,0
121646,0,0
121647,1,15
121648,0,0
121649,0,0
121651,0,0
121653,0,0
121655,1,15
121656,0,0
121657,0,0
121658,0,0
121659,0,0
121660,0,0
121661,0,0
121665,1,7
121666,0,0
121667,0,0
121668,0,0
121669,0,0
121670,0,0
121671,0,0
121672,0,0
121674,0,0
121677,0,0
121678,0,0
121679,0,0
121680,0,0
121686,0,0
121687,0,0
121689,0,0
121690,0,0
121691,0,0
121692,0,0
121693,0,0
121696,0,0
121697,0,0
121698,0,0
121702,0,0
121703,0,0
121705,0,0
121706,0,0
121709,0,0
121714,0,0
121715,0,0
121717,0,0
121719,0,0
121720,0,0
121721,0,0
121723,0,0
121727,0,0
121728,0,0
121731,0,0
121732,0,0
121733,1,31
121735,0,0
121738,0,0
121745,0,0
121753,0,0
121756,0,0
121760,0,0
121762,0,0
121763,0,0
121765,1,15
121767,0,0
121769,0,0
121771,0,0
121775,0,0
121776,0,0
121777,0,0
121779,0,0
121780,0,0
121782,0,0
121783,0,0
121784,0,0
121787,0,0
121790,0,0
121792,0,0
121795,0,0
121796,0,0
121801,0,0
121805,0,0
121812,0,0
121817,0,0
121818,0,0
121821,0,0
121822,0,0
121823,0,0
121824,0,0
121826,0,0
121827,0,0
121833,0,0
121834,0,0
121836,0,0
121838,0,0
121839,0,0
121840,0,0
121846,0,0
121847,0,0
121850,0,0
121853,0,0
121855,0,0
121857,0,0
121858,0,0
121859,0,0
121861,0,0
121862,0,0
121864,0,0
121865,0,0
121868,0,0
121870,0,0
121871,0,0
121872,0,0
121873,0,0
121876,0,0
121878,0,0
121880,0,0
121883,0,0
121884,0,0
121886,0,0
121887,1,7
121889,0,0
121893,0,0
121894,0,0
121898,0,0
121901,0,0
121902,0,0
121910,0,0
121911,0,0
121912,0,0
121913,0,0
121916,1,30
121920,0,0
121923,0,0
121925,0,0
121927,1,15
121930,0,0
121931,0,0
121932,0,0
121933,0,0
121935,0,0
121938,0,0
121939,0,0
121941,0,0
121945,0,0
121947,0,0
121948,0,0
121951,0,0
121952,0,0
121953,0,0
121954,0,0
121957,0,0
121963,0,0
121964,0,0
121965,0,0
121972,0,0
121973,0,0
121974,0,0
121976,0,0
121977,0,0
121980,0,0
121981,0,0
121983,0,0
121987,0,0
121988,0,0
121991,1,30
121992,0,0
121993,0,0
121997,0,0
121998,0,0
121999,0,0
122000,0,0
122002,0,0
122005,0,0
122006,0,0
122008,0,0
122010,0,0
122011,0,0
122013,0,0
122014,0,0
122016,0,0
122018,0,0
122019,0,0
122020,0,0
122021,0,0
122025,0,0
122027,0,0
122031,0,0
122032,0,0
122034,0,0
122035,0,0
122037,0,0
122041,0,0
122042,0,0
122045,0,0
122047,0,0
122048,0,0
122050,0,0
122053,0,0
122055,0,0
122056,0,0
122057,0,0
122060,0,0
122061,0,0
122062,0,0
122065,0,0
122067,0,0
122068,0,0
122070,0,0
122072,0,0
122074,0,0
122076,0,0
122079,0,0
122080,0,0
122085,0,0
122087,0,0
122088,0,0
122089,0,0
122091,0,0
122093,0,0
