Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,E,5000,2,0.275,0.09
Current,E,1200,2,0.2579,0.09
Current,E,1000,3,0.13,0.09
Current,E,4000,5,0.2485,0.09
Current,E,2550,2,0.284,0.09
Current,E,6000,2,0.24,0.09
Current,E,3600,5,0.2415,0.09
Current,E,1000,1,0.15,0.09
Current,E,3000,3,0.29,0.09
Current,E,3000,2,0.29,0.09
Current,E,3399,4,0.29,0.09
Current,E,3000,4,0.29,0.09
Current,E,2800,5,0.25,0.09
Current,E,1200,6,0.24,0.09
Current,E,1000,7,0.2475,0.09
Current,E,3001,7,0.25,0.09
Current,E,10000,6,0.28,0.09
Current,E,3001,5,0.255,0.09
Current,E,3500,4,0.275,0.09
Current,E,6500,6,0.2875,0.09
Current,E,5000,7,0.2875,0.09
Current,E,3100,5,0.28,0.09
Current,E,3000,5,0.26,0.09
Current,E,3000,4,0.29,0.09
Current,E,1500,4,0.25,0.09
Current,E,2900,5,0.29,0.09
Current,E,1500,8,0.2375,0.09
Current,E,2500,3,0.2525,0.09
Current,E,3000,3,0.27,0.09
Current,E,2500,7,0.1,0.09
Current,HR,1000,7,0.17,0.09
Current,HR,2000,4,0.16,0.09
Current,HR,1000,1,0.24,0.09
Current,HR,1500,3,0.29,0.09
Current,HR,4000,5,0.29,0.09
Current,HR,5000,5,0.25,0.09
Current,HR,2100,1,0.29,0.09
Current,HR,4000,4,0.3,0.09
Current,HR,4000,3,0.29,0.09
Current,HR,2550,7,0.2875,0.09
Current,HR,1600,7,0.27,0.09
Current,HR,2900,7,0.2075,0.09
Current,HR,1500,5,0.2,0.09
Current,HR,6000,6,0.2875,0.09
Current,HR,1040,1,0.2,0.09
Current,HR,1375,1,0.158,0.09
Current,HR,2550,3,0.27,0.09
Current,HR,2550,1,0.28,0.09
Current,HR,2000,3,0.29,0.09
Current,HR,4850,2,0.19,0.09
Current,HR,1000,8,0.1735,0.09
Current,HR,1000,2,0.29,0.09
Current,HR,1000,1,0.2895,0.09
Current,HR,3001,1,0.25,0.09
Current,HR,3000,3,0.17,0.09
Current,HR,3001,1,0.243,0.09
Current,HR,2550,1,0.29,0.09
Current,HR,2000,1,0.29,0.09
Current,HR,1000,7,0.2475,0.09
Current,HR,3000,5,0.197,0.09
Current,HR,1750,5,0.235,0.09
Current,HR,3100,7,0.2375,0.09
Current,HR,1000,1,0.11,0.09
Current,HR,1000,1,0.235,0.09
Current,NC,2550,1,0.23,0.09
Current,NC,5000,3,0.2325,0.09
Current,NC,1500,1,0.28,0.09
Default,AA,12500,7,0.1175,0.09
Default,HR,3000,7,0.2875,0.09
Late,E,3100,4,0.225,0.09
Late,HR,2000,8,0.2375,0.09
Late,D,2550,7,0.262,0.09
Late,E,3000,6,0.259,0.09
Late,E,5000,6,0.28,0.09
Late,HR,3500,5,0.26,0.09
Current,A,2425,10,0.0782,0.091
Current,AA,10000,9,0.1,0.091
Default,HR,3001,9,0.35,0.091
Current,C,2000,8,0.141,0.092
Current,HR,4650,10,0.2475,0.092
Current,HR,2000,8,0.2375,0.092
Late,D,2500,8,0.1925,0.092
Current,A,16000,9,0.1062,0.093
Current,C,5100,9,0.1495,0.093
Current,D,2000,9,0.15,0.093
Current,E,2551,8,0.2375,0.093
Current,B,4000,8,0.15,0.094
Current,D,4500,8,0.2375,0.094
Default,HR,3000,9,0.2375,0.094
Current,B,15000,10,0.16,0.095
Late,A,5000,9,0.09,0.095
Current,AA,5000,9,0.095,0.096
Current,B,20000,9,0.15,0.096
Default,HR,2550,10,0.35,0.097
Current,AA,3000,9,0.078,0.098
Current,D,2500,8,0.2075,0.098
Current,E,3000,8,0.2375,0.098
Current,E,7000,11,0.1575,0.098
Current,AA,3000,10,0.079,0.099
Current,D,5500,8,0.2,0.099
Current,HR,1000,8,0.2375,0.099
Current,A,3000,7,0.0875,0.1
Current,A,6500,5,0.1075,0.1
Current,A,9500,8,0.1225,0.1
Current,A,3000,2,0.089,0.1
Current,A,17000,7,0.125,0.1
Current,A,15000,5,0.104,0.1
Current,A,6500,7,0.1,0.1
Current,A,9000,5,0.1012,0.1
Current,A,2550,1,0.1,0.1
Current,A,6000,3,0.1248,0.1
Current,A,5000,1,0.11,0.1
Current,A,25000,4,0.122,0.1
Current,A,3000,2,0.092,0.1
Current,AA,8000,1,0.0825,0.1
Current,AA,15000,1,0.18,0.1
Current,AA,3500,5,0.08,0.1
Current,AA,1000,1,0.0815,0.1
Current,AA,6000,3,0.094,0.1
Current,AA,8000,3,0.086,0.1
Current,AA,4000,1,0.075,0.1
Current,AA,3998,1,0.0793,0.1
Current,AA,10000,9,0.1,0.1
Current,AA,20000,5,0.11,0.1
Current,AA,15000,8,0.1075,0.1
Current,AA,15000,1,0.0924,0.1
Current,AA,3500,5,0.0885,0.1
Current,AA,25000,4,0.1245,0.1
Current,AA,3500,6,0.082,0.1
Current,AA,3000,5,0.0937,0.1
Current,AA,2500,3,0.0795,0.1
Current,B,1000,8,0.1,0.1
Current,B,15000,6,0.17,0.1
Current,B,5000,6,0.12,0.1
Current,B,25000,6,0.1143,0.1
Current,B,5000,6,0.152,0.1
Current,B,10000,5,0.18,0.1
Current,B,2000,4,0.125,0.1
Current,B,10000,5,0.14,0.1
Current,B,12000,7,0.152,0.1
Current,B,6500,7,0.1275,0.1
Current,B,3000,5,0.104,0.1
Current,B,10000,5,0.1354,0.1
Current,B,8000,2,0.15,0.1
Current,B,1000,2,0.117,0.1
Current,B,10000,1,0.1175,0.1
Current,B,2750,0,0.138,0.1
Current,C,3000,5,0.15,0.1
Current,C,5000,1,0.1568,0.1
Current,C,4500,1,0.118,0.1
Current,C,2800,8,0.159,0.1
Current,C,12000,1,0.1405,0.1
Current,C,6200,2,0.16,0.1
Current,C,5000,3,0.18,0.1
Current,C,12000,1,0.183,0.1
Current,C,9000,2,0.1615,0.1
Current,C,3000,5,0.168,0.1
Current,C,15000,4,0.2295,0.1
Current,C,5500,3,0.153,0.1
Current,C,7000,5,0.13,0.1
Current,C,4000,7,0.25,0.1
Current,C,5000,4,0.15,0.1
Current,C,10000,6,0.185,0.1
Current,C,5000,5,0.179,0.1
Current,C,3500,8,0.235,0.1
Current,C,4000,4,0.19,0.1
Current,C,7500,3,0.151,0.1
Current,D,5200,3,0.239,0.1
Current,D,2000,7,0.1484,0.1
Current,D,4500,7,0.212,0.1
Current,D,2000,7,0.173,0.1
Current,D,5000,3,0.18,0.1
Current,D,5000,3,0.239,0.1
Current,D,3300,8,0.2075,0.1
Current,D,4001,7,0.15,0.1
Current,D,10001,8,0.2375,0.1
Current,D,2000,1,0.15,0.1
Current,D,4500,3,0.2,0.1
Current,D,1500,6,0.138,0.1
Current,D,3000,2,0.22,0.1
Current,D,7000,1,0.21,0.1
Current,D,8500,8,0.2225,0.1
Current,E,3000,1,0.15,0.1
Current,E,2000,10,0.1725,0.1
Current,E,3000,9,0.21,0.1
Current,E,1000,4,0.1905,0.1
Current,E,1800,2,0.25,0.1
Current,E,3000,3,0.259,0.1
Current,E,2700,6,0.26,0.1
Current,E,5242,4,0.274,0.1
Current,E,1000,6,0.1175,0.1
Current,E,3000,1,0.199,0.1
Current,E,1750,4,0.2898,0.1
Current,E,3000,2,0.29,0.1
Current,E,7000,2,0.2689,0.1
Current,E,3950,2,0.17,0.1
Current,E,1000,3,0.15,0.1
Current,E,3000,1,0.23,0.1
Current,E,4000,3,0.27,0.1
Current,E,3000,7,0.25,0.1
Current,E,2600,7,0.2475,0.1
Current,E,3500,3,0.26,0.1
Current,E,3100,5,0.23,0.1
Current,E,5000,7,0.2375,0.1
Current,E,5000,6,0.2875,0.1
Current,E,4000,5,0.29,0.1
Current,E,4800,4,0.29,0.1
Current,E,3000,3,0.29,0.1
Current,HR,1000,2,0.0925,0.1
Current,HR,2975,6,0.195,0.1
Current,HR,1000,7,0.2,0.1
Current,HR,1800,5,0.24,0.1
Current,HR,1000,4,0.29,0.1
Current,HR,5200,6,0.15,0.1
Current,HR,4084,1,0.27,0.1
Current,HR,3500,7,0.2375,0.1
Current,HR,3600,7,0.2875,0.1
Current,HR,1050,5,0.29,0.1
Current,HR,2500,8,0.2375,0.1
Current,HR,1800,6,0.24,0.1
Current,HR,2700,5,0.26,0.1
Current,HR,3500,7,0.25,0.1
Current,HR,2500,7,0.28,0.1
Current,HR,1500,4,0.27,0.1
Current,HR,2600,3,0.29,0.1
Current,HR,3000,6,0.2075,0.1
Current,HR,1000,1,0.1995,0.1
Current,HR,3500,2,0.27,0.1
Current,HR,3001,1,0.29,0.1
Current,HR,2550,3,0.278,0.1
Current,HR,2550,3,0.29,0.1
Current,HR,2550,3,0.2815,0.1
Current,HR,1200,1,0.29,0.1
Current,HR,1000,5,0.29,0.1
Current,HR,2900,6,0.2075,0.1
Current,HR,2025,2,0.29,0.1
Current,HR,2550,2,0.29,0.1
Current,HR,2550,1,0.29,0.1
Current,HR,2550,1,0.26,0.1
Current,HR,1250,6,0.2375,0.1
Current,HR,1001,1,0.2,0.1
Current,HR,2550,2,0.29,0.1
Current,HR,2500,1,0.29,0.1
Current,HR,3200,6,0.2875,0.1
Default,HR,3000,10,0.48,0.1
Late,D,6500,3,0.2,0.1
Late,HR,1000,5,0.2875,0.1
Late,HR,2550,4,0.29,0.1
Late,NC,1000,5,0.24,0.1
Late,C,7000,7,0.21,0.1
Late,HR,5000,6,0.2875,0.1
Late,D,8365,7,0.287,0.1
Late,E,2550,2,0.29,0.1
Late,HR,1100,6,0.28,0.1
Late,HR,2500,7,0.2475,0.1
Current,HR,2500,10,0.28,0.101
Current,AA,5000,10,0.0712,0.102
Current,HR,5500,9,0.31,0.102
Current,D,2500,11,0.1,0.103
Current,D,2250,9,0.1575,0.103
Late,HR,3000,10,0.45,0.103
Late,HR,7100,9,0.3575,0.103
Current,C,1500,10,0.154,0.104
Current,D,2500,8,0.2375,0.104
Current,HR,4500,10,0.29,0.104
Current,NC,4000,9,0.2375,0.104
Current,A,7500,11,0.08,0.105
Current,D,5000,9,0.2,0.105
Current,AA,3000,10,0.07,0.106
Current,E,2550,10,0.21,0.106
Current,B,10000,9,0.17,0.107
Current,A,10000,10,0.0885,0.108
Default,HR,5000,10,0.4,0.108
Current,B,5500,10,0.09,0.109
Current,D,2550,8,0.1975,0.109
Current,A,20000,10,0.0975,0.11
Current,A,6500,1,0.086,0.11
Current,A,4000,4,0.11,0.11
Current,A,3000,6,0.1015,0.11
Current,A,3000,6,0.0894,0.11
Current,A,3000,3,0.09,0.11
Current,A,5600,5,0.09,0.11
Current,A,1000,6,0.084,0.11
Current,A,25000,5,0.1,0.11
Current,A,2300,7,0.0938,0.11
Current,A,5000,6,0.1,0.11
Current,A,13000,3,0.109,0.11
Current,A,12000,2,0.097,0.11
Current,A,1000,3,0.1,0.11
Current,A,1500,3,0.099,0.11
Current,A,5000,1,0.0825,0.11
Current,A,10000,1,0.107,0.11
Current,A,2840,6,0.0862,0.11
Current,AA,5000,3,0.0825,0.11
Current,AA,2550,5,0.085,0.11
Current,AA,3001,6,0.082,0.11
Current,AA,3000,4,0.0847,0.11
Current,AA,2550,1,0.08,0.11
Current,AA,3000,1,0.08,0.11
Current,AA,5000,1,0.085,0.11
Current,AA,5000,5,0.095,0.11
Current,AA,5000,0,0.081,0.11
Current,AA,9000,5,0.0925,0.11
Current,AA,2000,1,0.0785,0.11
Current,AA,6250,6,0.09,0.11
Current,B,3001,9,0.111,0.11
Current,B,3150,6,0.13,0.11
Current,B,3000,7,0.158,0.11
Current,B,10000,5,0.2449,0.11
Current,B,15000,4,0.15,0.11
Current,B,5000,3,0.159,0.11
Current,B,3300,4,0.118,0.11
Current,B,5000,6,0.1149,0.11
Current,B,4500,4,0.1,0.11
Current,B,5000,2,0.115,0.11
Current,B,5250,9,0.13,0.11
Current,C,10000,1,0.1826,0.11
Current,C,8250,3,0.135,0.11
Current,C,12000,1,0.132,0.11
Current,C,3000,2,0.13,0.11
Current,C,8500,2,0.175,0.11
Current,C,14000,4,0.1425,0.11
Current,C,5000,5,0.15,0.11
Current,C,3000,5,0.154,0.11
Current,C,1500,4,0.1425,0.11
Current,C,3000,8,0.17,0.11
Current,C,4500,5,0.1505,0.11
Current,C,3000,7,0.18,0.11
Current,C,3000,1,0.15,0.11
Current,C,3400,4,0.1373,0.11
Current,C,10000,7,0.18,0.11
Current,C,16750,9,0.1575,0.11
Current,C,5000,9,0.1505,0.11
Current,C,5000,1,0.125,0.11
Current,C,3000,4,0.16,0.11
Current,C,4300,5,0.183,0.11
Current,C,10000,6,0.1899,0.11
Current,C,1000,6,0.15,0.11
Current,C,9000,5,0.19,0.11
Current,C,8000,5,0.155,0.11
Current,D,2000,8,0.2375,0.11
Current,D,1500,7,0.2475,0.11
Current,D,1500,6,0.199,0.11
Current,D,2550,5,0.158,0.11
Current,D,1800,4,0.24,0.11
Current,D,3002,4,0.165,0.11
Current,D,2350,3,0.1745,0.11
Current,D,5000,5,0.1547,0.11
Current,D,2995,6,0.1575,0.11
Current,D,3001,5,0.165,0.11
Current,D,2500,7,0.175,0.11
Current,D,6000,3,0.2298,0.11
Current,D,10001,4,0.1725,0.11
Current,D,5000,4,0.17,0.11
Current,D,6001,2,0.1969,0.11
Current,D,6001,4,0.227,0.11
Current,D,1700,7,0.1483,0.11
Current,D,3000,5,0.15,0.11
Current,D,5000,3,0.202,0.11
Current,D,5000,3,0,0.11
Current,D,5000,6,0.28,0.11
Current,D,3000,3,0.2,0.11
Current,D,10000,8,0.192,0.11
Current,D,6500,2,0.29,0.11
Current,D,1400,1,0.1545,0.11
Current,D,2500,4,0.15,0.11
Current,D,10000,2,0.25,0.11
Current,D,3500,0,0.24,0.11
Current,E,3150,2,0.29,0.11
Current,E,10000,4,0.195,0.11
Current,E,3000,7,0.2275,0.11
Current,E,2900,5,0.236,0.11
Current,E,4000,5,0.29,0.11
Current,E,3200,1,0.29,0.11
Current,E,2550,2,0.2795,0.11
Current,E,3750,3,0.19,0.11
Current,E,2500,1,0.18,0.11
Current,E,7500,8,0.2375,0.11
Current,E,2500,2,0.15,0.11
Current,E,3000,3,0.2655,0.11
Current,E,3500,2,0.279,0.11
Current,E,6500,7,0.27,0.11
Current,E,3000,3,0.29,0.11
Current,E,1300,6,0.16,0.11
Current,E,5100,1,0.25,0.11
Current,E,3000,3,0.25,0.11
Current,E,2550,4,0.25,0.11
Current,E,3001,6,0.2565,0.11
Current,E,3000,2,0.2312,0.11
Current,E,1800,7,0.2144,0.11
Current,E,3450,6,0.1775,0.11
Current,E,7500,7,0.2375,0.11
Current,E,1500,7,0.1775,0.11
Current,E,4950,8,0.2475,0.11
Current,E,8000,4,0.199,0.11
Current,E,2003,4,0.29,0.11
Current,E,3500,5,0.29,0.11
Current,E,5000,5,0.29,0.11
Current,E,2000,5,0.29,0.11
Current,E,1000,1,0.17,0.11
Current,E,2650,7,0.1575,0.11
Current,E,5500,3,0.29,0.11
Current,HR,1000,1,0.29,0.11
Current,HR,3000,7,0.2875,0.11
Current,HR,3000,6,0.25,0.11
Current,HR,2550,5,0.26,0.11
Current,HR,3001,5,0.29,0.11
Current,HR,3000,2,0.1697,0.11
Current,HR,1000,1,0.1995,0.11
Current,HR,2500,7,0.2875,0.11
Current,HR,3000,5,0.2895,0.11
Current,HR,3330,1,0.29,0.11
Current,HR,1000,7,0.245,0.11
Current,HR,1325,1,0.29,0.11
Current,HR,2550,3,0.1745,0.11
Current,HR,1000,2,0.22,0.11
Current,HR,2800,3,0.22,0.11
Current,HR,3600,2,0.2,0.11
Current,HR,4000,2,0.28,0.11
Current,HR,1000,2,0.15,0.11
Current,HR,2000,1,0.23,0.11
Current,HR,1000,1,0.29,0.11
Current,HR,1500,1,0.285,0.11
Current,HR,1550,1,0.22,0.11
Current,HR,3000,1,0.27,0.11
Current,HR,1500,3,0.1875,0.11
Default,B,15000,8,0.175,0.11
Late,B,8000,5,0.22,0.11
Late,HR,3500,3,0.19,0.11
Late,B,8000,4,0.15,0.11
Late,E,3250,5,0.26,0.11
Late,C,20000,6,0.1575,0.11
Late,HR,1500,6,0.1575,0.11
Late,HR,3001,9,0.3575,0.11
Late,B,8000,6,0.1593,0.11
Late,E,4600,6,0.26,0.11
Late,HR,3000,8,0.2375,0.11
Current,AA,15000,10,0.086,0.111
Current,AA,5000,11,0.08,0.111
Current,AA,5000,10,0.0695,0.111
Current,D,4000,8,0.225,0.111
Current,E,1400,10,0.1575,0.111
Current,HR,1000,8,0.2375,0.112
Current,HR,3000,10,0.2625,0.113
Late,D,10000,9,0.2275,0.113
Current,A,25000,11,0.0997,0.114
Current,B,5000,8,0.1575,0.114
Current,D,5550,8,0.2375,0.114
Current,E,2700,10,0.15,0.114
Current,HR,1000,9,0.12,0.114
Default,C,6001,11,0.2275,0.114
Late,D,3001,9,0.21,0.114
Current,C,6727,8,0.1995,0.115
Current,C,5000,9,0.15,0.115
Current,B,6100,9,0.12,0.116
Current,B,15700,9,0.1325,0.116
Current,A,10000,12,0.05,0.117
Current,C,6000,8,0.15,0.117
Current,D,3000,8,0.2075,0.117
Current,E,3000,10,0.1775,0.117
Current,B,3001,9,0.2375,0.118
Current,B,4100,9,0.125,0.118
Default,E,7100,10,0.36,0.118
Current,B,6001,10,0.1095,0.119
Current,C,10000,10,0.155,0.119
Late,C,4000,8,0.2375,0.119
Current,A,12500,8,0.15,0.12
Current,A,8500,3,0.109,0.12
Current,A,7000,3,0.115,0.12
Current,A,3000,3,0.0834,0.12
Current,A,3850,3,0.085,0.12
Current,A,25000,1,0.1265,0.12
Current,A,4800,1,0.082,0.12
Current,A,25000,1,0.105,0.12
Current,AA,4000,1,0.0774,0.12
Current,AA,5050,7,0.0899,0.12
Current,AA,1525,1,0.0715,0.12
Current,AA,5000,1,0.084,0.12
Current,AA,9900,1,0.0799,0.12
Current,AA,4500,1,0.079,0.12
Current,AA,2025,1,0.08,0.12
Current,AA,4500,1,0.082,0.12
Current,AA,7495,5,0.11,0.12
Current,AA,10000,5,0.125,0.12
Current,AA,10000,7,0.1038,0.12
Current,AA,6300,7,0.087,0.12
Current,AA,10000,2,0.0894,0.12
Current,AA,10000,5,0.092,0.12
Current,AA,10000,3,0.17,0.12
Current,AA,3000,5,0.086,0.12
Current,AA,15000,6,0.0904,0.12
Current,AA,2000,8,0.08,0.12
Current,AA,2000,7,0.0892,0.12
Current,AA,8998,8,0.0995,0.12
Current,B,12000,2,0.12,0.12
Current,B,2000,7,0.1699,0.12
Current,B,6500,5,0.1199,0.12
Current,B,3500,4,0.12,0.12
Current,B,5000,8,0.15,0.12
Current,B,4000,6,0.1023,0.12
Current,B,1000,5,0.09,0.12
Current,B,7500,1,0.1071,0.12
Current,B,5000,4,0.11,0.12
Current,B,1200,5,0.0845,0.12
Current,B,10000,5,0.11,0.12
Current,B,13300,2,0.15,0.12
Current,B,5000,2,0.12,0.12
Current,B,4500,2,0.0944,0.12
Current,B,7000,1,0.12,0.12
Current,B,25000,9,0.1775,0.12
Current,B,2550,1,0.125,0.12
Current,B,7500,1,0.2,0.12
Current,C,7500,1,0.1335,0.12
Current,C,12500,2,0.165,0.12
Current,C,10100,4,0.1675,0.12
Current,C,7000,8,0.21,0.12
Current,C,8000,6,0.1525,0.12
Current,C,5000,2,0.14,0.12
Current,C,3220,5,0.1272,0.12
Current,C,3000,6,0.158,0.12
Current,C,1650,6,0.15,0.12
Current,C,7300,4,0.155,0.12
Current,C,1750,4,0.11,0.12
Current,C,3000,5,0.145,0.12
Current,C,5000,5,0.163,0.12
Current,C,5500,6,0.1475,0.12
Current,C,4500,3,0.14,0.12
Current,C,12500,3,0.1855,0.12
Current,C,2750,8,0.16,0.12
Current,C,5000,5,0.16,0.12
Current,C,7000,3,0.165,0.12
Current,C,2550,3,0.13,0.12
Current,C,5000,8,0.23,0.12
Current,D,2550,8,0.22,0.12
Current,D,4600,6,0.15,0.12
Current,D,8000,5,0.245,0.12
Current,D,3000,6,0.25,0.12
Current,D,6001,5,0.22,0.12
Current,D,2500,3,0.22,0.12
Current,D,2500,4,0.17,0.12
Current,D,7000,8,0.2875,0.12
Current,D,2000,5,0.1665,0.12
Current,D,6500,6,0.215,0.12
Current,D,1000,6,0.135,0.12
Current,D,1000,6,0.17,0.12
Current,D,13000,1,0.2019,0.12
Current,D,7000,4,0.1714,0.12
Current,D,5000,6,0.262,0.12
Current,D,5000,6,0.26,0.12
Current,D,1900,7,0.1775,0.12
Current,D,3500,2,0.2,0.12
Current,D,7500,7,0.1775,0.12
Current,D,6100,6,0.1995,0.12
Current,D,4000,3,0.222,0.12
Current,D,3000,2,0.2,0.12
Current,D,2550,6,0.215,0.12
Current,D,3000,3,0.18,0.12
Current,D,4000,1,0.16,0.12
Current,D,6001,3,0.2195,0.12
Current,D,6500,1,0.165,0.12
Current,D,5400,2,0.222,0.12
Current,D,5100,2,0.2899,0.12
Current,D,15000,1,0.24,0.12
Current,D,7500,1,0.24,0.12
Current,D,9000,1,0.1644,0.12
Current,D,2000,1,0.179,0.12
Current,D,2000,1,0.2,0.12
Current,E,8000,1,0.29,0.12
Current,E,4500,6,0.1575,0.12
Current,E,2550,1,0.29,0.12
Current,E,9000,5,0.2,0.12
Current,E,3000,2,0.29,0.12
Current,E,2550,1,0.27,0.12
Current,E,4200,1,0.24,0.12
Current,E,2550,4,0.29,0.12
Current,E,3500,2,0.29,0.12
Current,E,1000,4,0.23,0.12
Current,E,3500,5,0.25,0.12
Current,E,1300,7,0.15,0.12
Current,E,3000,1,0.1998,0.12
Current,E,6001,1,0.22,0.12
Current,E,1000,7,0.2475,0.12
Current,E,3000,5,0.247,0.12
Current,E,3100,5,0.28,0.12
Current,E,2000,7,0.2293,0.12
Current,E,1000,6,0.1775,0.12
Current,E,16000,3,0.29,0.12
Current,E,9500,7,0.1775,0.12
Current,E,11250,11,0.1525,0.12
Current,E,2000,3,0.2889,0.12
Current,E,3000,4,0.29,0.12
Current,E,3000,4,0.255,0.12
Current,E,4500,5,0.2675,0.12
Current,E,3000,4,0.29,0.12
Current,E,1025,1,0.17,0.12
Current,E,3200,1,0.1902,0.12
Current,E,1500,1,0.16,0.12
Current,HR,1200,7,0.235,0.12
Current,HR,1500,5,0.29,0.12
Current,HR,2000,2,0.29,0.12
Current,HR,6100,4,0.29,0.12
Current,HR,1150,7,0.275,0.12
Current,HR,1200,4,0.29,0.12
Current,HR,1450,7,0.2075,0.12
Current,HR,6000,6,0.1775,0.12
Current,HR,1000,7,0.2475,0.12
Current,HR,1200,5,0.29,0.12
Current,HR,1800,4,0.29,0.12
Current,HR,1000,0,0.2,0.12
Current,HR,10001,3,0.19,0.12
Current,HR,2000,3,0.29,0.12
Current,HR,1000,3,0.15,0.12
Current,HR,3000,3,0.29,0.12
Current,HR,15000,1,0.06,0.12
Current,HR,1800,3,0.17,0.12
Current,HR,1000,2,0.24,0.12
Current,HR,1000,2,0.29,0.12
Current,HR,2550,2,0.24,0.12
Current,HR,3200,1,0.2295,0.12
Current,HR,2500,1,0.29,0.12
Current,HR,2200,1,0.29,0.12
Default,E,8000,9,0.3,0.12
Late,E,3001,6,0.22,0.12
Late,E,7500,5,0.28,0.12
Late,HR,6001,7,0.2375,0.12
Late,B,25000,8,0.1575,0.12
Late,E,2811,4,0.29,0.12
Late,A,7000,8,0.19,0.12
Late,E,4000,6,0.2875,0.12
Late,B,20500,5,0.15,0.12
Late,HR,3100,2,0.29,0.12
Current,A,2536,9,0.0825,0.121
Current,B,2900,9,0.12,0.121
Current,HR,1000,10,0.1575,0.121
Default,E,5050,9,0.2375,0.121
Default,HR,2600,9,0.34,0.121
Late,HR,5000,12,0.14,0.121
Current,A,1000,9,0.08,0.122
Current,A,3001,9,0.095,0.122
Current,AA,6500,10,0.0825,0.122
Current,C,10000,10,0.15,0.123
Late,B,25000,9,0.17,0.123
Current,A,1000,9,0.0895,0.124
Current,E,2300,10,0.155,0.124
Late,E,2500,10,0.2075,0.124
Current,E,2750,10,0.239,0.125
Late,HR,3000,8,0.2375,0.125
Current,D,10000,11,0.1375,0.126
Current,AA,8500,11,0.075,0.127
Current,B,5000,11,0.19,0.127
Current,B,1500,8,0.1,0.127
Current,B,19750,9,0.14,0.127
Current,D,3000,10,0.15,0.127
Late,AA,13000,10,0.1,0.127
Current,AA,9000,10,0.075,0.128
Current,B,1000,9,0.0885,0.128
Current,HR,1000,10,0.1175,0.128
Late,D,12000,8,0.2375,0.129
Current,A,6000,3,0.09,0.13
Current,A,5000,7,0.1,0.13
Current,A,1000,6,0.07,0.13
Current,A,2500,1,0.09,0.13
Current,A,2500,3,0.1038,0.13
Current,A,6001,1,0.1025,0.13
Current,A,6500,1,0.09,0.13
Current,A,4400,1,0.085,0.13
Current,A,2330,1,0.0785,0.13
Current,AA,12000,0,0.085,0.13
Current,AA,10000,3,0.1137,0.13
Current,AA,2500,1,0.075,0.13
Current,AA,5000,1,0.0825,0.13
Current,AA,3000,7,0.078,0.13
Current,AA,15000,3,0.1,0.13
Current,AA,2500,4,0.08,0.13
Current,AA,6001,7,0.0911,0.13
Current,AA,17000,5,0.1,0.13
Current,AA,25000,5,0.1199,0.13
Current,AA,25000,7,0.1025,0.13
Current,AA,7500,9,0.0855,0.13
Current,AA,25000,2,0.11,0.13
Current,AA,1500,4,0.0795,0.13
Current,AA,14000,7,0.117,0.13
Current,AA,2500,7,0.0875,0.13
Current,AA,2000,6,0.0795,0.13
Current,AA,9000,6,0.0995,0.13
Current,B,2550,2,0.0999,0.13
Current,B,3500,5,0.105,0.13
Current,B,15000,5,0.1399,0.13
Current,B,3000,3,0.1085,0.13
Current,B,8500,5,0.13,0.13
Current,B,18000,4,0.155,0.13
Current,B,3000,3,0.1295,0.13
Current,B,8000,3,0.122,0.13
Current,B,12000,2,0.1295,0.13
Current,B,5000,4,0.15,0.13
Current,B,4700,1,0.1,0.13
Current,B,1700,5,0.099,0.13
Current,B,6700,4,0.084,0.13
Current,B,6000,1,0.1448,0.13
Current,C,3500,8,0.153,0.13
Current,C,20000,1,0.174,0.13
Current,C,23000,1,0.165,0.13
Current,C,12000,4,0.25,0.13
Current,C,12000,4,0.1742,0.13
Current,C,7000,6,0.1575,0.13
Current,C,6000,5,0.145,0.13
Current,C,9500,4,0.1469,0.13
Current,C,10000,6,0.19,0.13
Current,C,2000,1,0.1175,0.13
Current,C,11000,6,0.1222,0.13
Current,C,4500,8,0.18,0.13
Current,C,3300,1,0.11,0.13
Current,C,1000,3,0.13,0.13
Current,C,3000,4,0.174,0.13
Current,C,5000,6,0.158,0.13
Current,C,8000,7,0.23,0.13
Current,C,10000,2,0.1793,0.13
Current,C,3000,8,0.155,0.13
Current,C,3400,4,0.143,0.13
Current,C,3000,3,0.158,0.13
Current,C,4000,7,0.145,0.13
Current,D,2000,4,0.15,0.13
Current,D,2500,2,0.2,0.13
Current,D,1090,7,0.199,0.13
Current,D,3001,8,0.211,0.13
Current,D,5000,6,0.26,0.13
Current,D,5000,5,0.2484,0.13
Current,D,3000,3,0.22,0.13
Current,D,10000,3,0.28,0.13
Current,D,3000,8,0.22,0.13
Current,D,1500,5,0.1355,0.13
Current,D,15736,3,0.23,0.13
Current,D,5000,5,0.181,0.13
Current,D,3500,1,0.22,0.13
Current,D,6500,1,0.2,0.13
Current,D,9200,5,0.1645,0.13
Current,D,6000,4,0.17,0.13
Current,D,7500,4,0.2,0.13
Current,D,3000,3,0.18,0.13
Current,D,2500,8,0.175,0.13
Current,D,1000,5,0.1495,0.13
Current,D,3000,6,0.1575,0.13
Current,D,3500,1,0.15,0.13
Current,D,2000,5,0.195,0.13
Current,D,5000,2,0.1845,0.13
Current,D,1000,2,0.215,0.13
Current,D,7000,6,0.24,0.13
Current,D,10000,2,0.192,0.13
